ID,월,일,측정 시간대,섭씨 온도(°⁣C),절대 온도(K),이슬점 온도(°C),상대 습도 (%),대기압(mbar),포화 증기압(mbar),실제 증기압(mbar),증기압 부족량(mbar),수증기 함량 (g/kg),공기 밀도 (g/m**3),풍향 (deg),풍속 (m/s)
TRAIN_04793,2,8,오전,6.42,281.6,0.54,65.93,975.2,9.64,6.35,3.28,4.06,1212.11,184.2,6.88
TRAIN_04794,1,27,오후,11.93,285.94,2.55,52.53,989.64,13.98,7.34,6.64,4.63,1205.88,211.1,7.51
TRAIN_04795,2,24,오후,3.48,277.45,-0.51,75.0,989.92,7.85,5.88,1.96,3.71,1243.74,242.9,0.93
TRAIN_04796,9,28,오후,19.06,292.47,10.93,59.23,997.05,22.09,13.08,9.01,8.2,1182.7,232.3,2.89
TRAIN_04797,5,13,저녁,20.1,295.49,4.49,35.74,973.89,23.57,8.42,15.14,5.4,1153.09,28.93,3.37
TRAIN_04798,11,19,오후,5.25,279.84,3.73,89.9,982.2,8.88,7.99,0.9,5.07,1225.21,210.7,3.34
TRAIN_04799,10,18,저녁,10.38,284.13,9.55,94.6,992.8,12.61,11.93,0.68,7.51,1214.22,232.9,1.47
TRAIN_04800,5,19,오전,10.39,285.04,4.7,67.74,981.8,12.62,8.55,4.07,5.43,1202.24,210.5,1.78
TRAIN_04801,3,15,새벽,0.27,273.5,-1.93,85.1,999.05,6.23,5.3,0.93,3.31,1270.29,170.0,0.52
TRAIN_04802,1,26,저녁,10.01,283.65,6.02,76.2,994.06,12.3,9.37,2.93,5.89,1218.55,195.8,4.9
TRAIN_04803,1,6,오후,-4.35,270.75,-5.62,90.8,975.14,4.42,4.01,0.41,2.56,1261.76,16.87,2.37
TRAIN_04804,12,16,새벽,0.17,273.1,-2.18,84.1,1002.9,6.18,5.2,0.98,3.23,1275.7,175.8,2.58
TRAIN_04805,1,18,저녁,-5.4,268.32,-9.19,74.5,992.69,4.08,3.04,1.04,1.91,1290.01,18.04,1.11
TRAIN_04806,5,6,새벽,11.37,284.93,7.36,76.3,995.14,13.47,10.28,3.19,6.45,1213.63,199.9,0.83
TRAIN_04807,1,27,오전,10.4,284.26,4.2,65.33,991.43,12.63,8.25,4.38,5.19,1214.17,208.5,8.75
TRAIN_04808,6,6,오전,17.3,290.99,16.72,96.4,993.66,19.78,19.07,0.71,12.02,1183.09,115.3,0.66
TRAIN_04809,6,30,저녁,21.01,295.17,12.59,58.59,988.23,24.93,14.6,10.32,9.24,1163.74,253.7,1.35
TRAIN_04810,2,17,새벽,-1.71,271.09,-3.47,87.7,1004.75,5.39,4.73,0.66,2.93,1287.11,35.58,2.07
TRAIN_04811,9,30,오전,16.03,290.17,10.91,71.6,988.27,18.25,13.06,5.18,8.26,1184.53,9.19,2.34
TRAIN_04812,6,4,오후,19.7,294.01,15.68,77.6,986.35,22.99,17.84,5.15,11.33,1165.25,183.4,1.52
TRAIN_04813,9,23,저녁,15.02,288.28,8.5,64.97,998.78,17.1,11.11,5.99,6.95,1202.27,223.1,1.09
TRAIN_04814,1,20,새벽,-6.81,267.27,-9.96,78.1,988.05,3.66,2.86,0.8,1.8,1290.87,171.6,1.29
TRAIN_04815,12,5,오전,-6.55,266.51,-8.0,89.4,1001.28,3.74,3.34,0.4,2.08,1306.67,86.8,0.34
TRAIN_04816,4,27,오전,3.17,278.19,-1.65,70.5,976.87,7.67,5.41,2.26,3.45,1228.93,210.9,7.24
TRAIN_04817,8,16,오전,19.99,293.81,8.46,47.35,992.2,23.41,11.08,12.32,6.98,1174.09,62.83,1.73
TRAIN_04818,6,17,새벽,13.83,289.03,13.03,94.9,975.53,15.83,15.03,0.81,9.64,1177.24,61.39,0.26
TRAIN_04819,10,19,오후,9.76,284.0,5.38,74.1,986.8,12.1,8.96,3.13,5.67,1210.88,196.0,3.87
TRAIN_04820,11,26,새벽,0.36,273.86,-0.02,97.3,995.66,6.27,6.1,0.17,3.82,1265.18,149.5,0.79
TRAIN_04821,12,4,오후,1.97,274.94,-3.09,69.02,1002.43,7.04,4.86,2.18,3.02,1266.9,181.6,0.45
TRAIN_04822,12,13,새벽,3.13,276.27,2.79,97.6,1000.23,7.65,7.47,0.18,4.66,1257.59,155.6,0.82
TRAIN_04823,6,5,오후,25.69,299.8,12.88,45.02,988.99,33.05,14.88,18.17,9.41,1146.28,41.51,3.35
TRAIN_04824,12,22,오전,-2.25,270.75,-3.4,91.8,1002.03,5.17,4.75,0.42,2.95,1286.21,190.2,2.6
TRAIN_04825,6,3,저녁,17.14,291.57,14.49,84.4,984.91,19.58,16.53,3.05,10.5,1174.4,27.7,1.9
TRAIN_04826,4,8,오후,12.29,286.78,-0.4,41.45,983.84,14.31,5.93,8.38,3.76,1197.93,54.7,1.24
TRAIN_04827,7,14,오후,17.46,291.47,8.41,55.27,989.82,19.98,11.04,8.94,6.97,1181.47,241.6,2.36
TRAIN_04828,6,4,새벽,15.93,290.3,14.7,92.4,985.5,18.13,16.75,1.38,10.64,1179.92,42.81,0.21
TRAIN_04829,2,14,새벽,3.24,279.76,1.31,87.1,958.7,7.71,6.72,0.99,4.37,1205.09,206.5,1.52
TRAIN_04830,9,30,오전,14.81,288.97,10.61,75.9,987.96,16.87,12.8,4.07,8.1,1189.29,8.62,1.02
TRAIN_04831,10,31,오전,5.19,278.13,5.06,99.1,1002.77,8.85,8.77,0.08,5.46,1250.82,222.7,0.99
TRAIN_04832,5,11,저녁,16.51,291.48,7.8,56.31,978.41,18.81,10.59,8.22,6.76,1171.83,41.83,2.66
TRAIN_04833,5,10,오후,22.07,296.5,9.29,44.07,985.08,26.59,11.72,14.87,7.43,1157.13,81.3,3.75
TRAIN_04834,4,28,오후,8.46,282.6,-0.52,53.06,987.98,11.08,5.88,5.2,3.71,1219.37,248.4,1.63
TRAIN_04835,4,2,오전,8.84,282.49,2.07,62.39,994.0,11.37,7.09,4.28,4.45,1224.59,152.6,2.89
TRAIN_04836,1,1,오전,-1.18,272.01,-1.41,98.3,999.65,5.6,5.51,0.1,3.43,1277.69,182.2,0.95
TRAIN_04837,1,24,저녁,3.94,276.89,1.58,84.5,1002.68,8.1,6.85,1.26,4.26,1257.26,183.2,1.24
TRAIN_04838,9,15,오후,26.64,301.0,12.14,40.55,986.1,34.96,14.18,20.78,8.99,1139.6,92.5,3.2
TRAIN_04839,1,8,새벽,4.82,280.17,0.39,72.9,972.88,8.62,6.28,2.34,4.03,1216.24,233.1,3.1
TRAIN_04840,12,9,새벽,2.9,276.02,-1.04,75.2,1000.43,7.52,5.66,1.87,3.53,1259.76,202.9,1.38
TRAIN_04841,8,11,저녁,14.41,288.0,6.08,57.26,994.76,16.44,9.41,7.03,5.91,1200.73,213.5,1.73
TRAIN_04842,6,29,오후,23.49,297.86,11.93,48.23,985.84,28.98,13.98,15.0,8.87,1151.48,210.2,7.04
TRAIN_04843,4,26,오전,1.67,276.95,-0.55,85.1,973.43,6.89,5.87,1.03,3.76,1231.07,248.9,1.61
TRAIN_04844,11,21,오후,11.42,286.32,4.21,61.09,978.92,13.52,8.26,5.26,5.26,1194.5,201.8,3.2
TRAIN_04845,10,3,새벽,11.36,285.26,8.6,83.1,990.9,13.46,11.19,2.27,7.05,1208.06,207.2,3.2
TRAIN_04846,3,27,새벽,3.11,277.56,0.76,84.5,983.81,7.64,6.45,1.18,4.09,1237.47,195.9,2.47
TRAIN_04847,7,10,오전,25.98,300.15,14.37,48.77,988.29,33.63,16.4,17.23,10.39,1143.68,210.1,3.21
TRAIN_04848,6,5,오후,25.45,299.51,13.27,46.84,989.5,32.59,15.26,17.32,9.65,1147.63,31.94,3.8
TRAIN_04849,12,28,새벽,5.35,277.51,1.98,78.8,1012.58,8.94,7.05,1.9,4.34,1263.21,285.2,2.15
TRAIN_04850,1,5,새벽,-1.42,274.28,-1.87,96.7,968.07,5.5,5.32,0.18,3.43,1238.43,28.7,1.97
TRAIN_04851,4,27,오전,3.15,278.17,-1.63,70.7,976.86,7.66,5.42,2.24,3.46,1229.01,213.3,6.89
TRAIN_04852,12,27,오전,4.47,277.28,-0.15,71.8,1004.51,8.41,6.04,2.37,3.75,1257.54,253.8,3.06
TRAIN_04853,7,17,오전,22.55,296.23,16.28,67.72,993.91,27.38,18.54,8.84,11.69,1162.61,268.4,2.38
TRAIN_04854,2,1,오후,12.11,286.1,6.02,66.25,989.88,14.15,9.37,4.77,5.91,1204.48,250.5,4.97
TRAIN_04855,12,11,저녁,5.6,279.41,3.75,87.8,991.95,9.1,7.99,1.11,5.03,1235.83,261.7,2.41
TRAIN_04856,12,29,저녁,-0.39,271.81,-0.83,96.8,1012.49,5.94,5.75,0.19,3.54,1290.28,172.9,1.03
TRAIN_04857,7,9,새벽,17.3,291.27,13.59,78.8,990.33,19.78,15.59,4.19,9.85,1180.68,258.4,1.43
TRAIN_04858,3,17,오전,2.7,275.63,-1.44,74.1,1002.81,7.42,5.5,1.92,3.42,1263.77,61.12,0.54
TRAIN_04859,7,1,저녁,26.06,300.32,13.31,45.3,987.26,33.79,15.31,18.48,9.7,1142.66,223.5,4.41
TRAIN_04860,1,19,저녁,-7.44,266.61,-9.7,83.7,988.39,3.49,2.92,0.57,1.84,1294.34,186.6,1.6
TRAIN_04861,1,4,오후,-2.67,273.09,-4.51,87.1,967.09,5.01,4.37,0.65,2.81,1243.4,175.1,2.25
TRAIN_04862,7,27,오후,24.13,298.26,17.58,66.83,988.67,30.12,20.13,9.99,12.76,1149.59,301.4,1.27
TRAIN_04863,7,28,새벽,19.05,293.02,12.99,67.9,990.35,22.08,14.99,7.09,9.47,1173.9,246.5,3.1
TRAIN_04864,1,3,오후,-0.23,274.13,-3.73,77.1,984.79,6.01,4.63,1.38,2.93,1254.72,130.8,3.3
TRAIN_04865,12,14,오후,5.23,278.55,4.01,91.8,998.08,8.87,8.15,0.73,5.09,1245.07,223.9,2.02
TRAIN_04866,8,16,새벽,13.3,286.85,9.44,77.4,995.26,15.3,11.84,3.46,7.43,1204.88,215.7,0.7
TRAIN_04867,3,8,오전,-1.56,272.8,-1.84,97.9,984.75,5.45,5.33,0.11,3.38,1260.46,214.7,0.71
TRAIN_04868,11,24,저녁,5.57,279.02,5.44,99.1,996.3,9.08,9.0,0.08,5.64,1240.95,33.29,4.78
TRAIN_04869,9,2,새벽,14.55,288.11,10.67,77.5,995.14,16.59,12.86,3.73,8.08,1199.03,205.1,0.85
TRAIN_04870,6,25,저녁,25.61,300.26,18.87,66.36,982.8,32.9,21.83,11.07,13.93,1136.3,356.4,1.23
TRAIN_04871,7,5,오후,24.44,298.78,10.94,42.67,986.23,30.68,13.09,17.59,8.3,1148.65,226.9,5.37
TRAIN_04872,9,12,새벽,15.87,289.62,13.28,84.6,992.91,18.06,15.28,2.78,9.63,1189.77,203.7,0.75
TRAIN_04873,7,16,오전,10.7,283.96,7.94,83.0,998.77,12.88,10.69,2.19,6.69,1220.76,159.2,1.11
TRAIN_04874,11,13,저녁,-1.67,271.14,-4.44,81.3,1004.45,5.4,4.39,1.01,2.72,1286.73,359.2,0.28
TRAIN_04875,6,16,오전,12.66,287.65,10.16,84.7,977.93,14.67,12.42,2.24,7.94,1186.19,198.1,1.02
TRAIN_04876,11,6,오전,3.09,278.4,1.9,91.9,973.25,7.63,7.01,0.62,4.49,1223.98,235.0,1.59
TRAIN_04877,7,2,새벽,16.89,291.18,12.96,77.6,986.55,19.27,14.96,4.32,9.48,1178.09,107.1,1.21
TRAIN_04878,2,15,새벽,4.07,279.22,1.4,82.7,975.23,8.18,6.76,1.41,4.32,1222.26,171.5,0.57
TRAIN_04879,11,14,오후,5.13,277.81,-2.93,55.84,1006.02,8.81,4.92,3.89,3.05,1257.0,154.0,1.53
TRAIN_04880,9,11,저녁,22.03,295.83,14.5,62.33,992.42,26.53,16.54,9.99,10.43,1163.8,236.4,1.2
TRAIN_04881,7,25,새벽,18.5,292.37,16.21,86.5,991.56,21.33,18.45,2.88,11.66,1175.99,207.7,0.94
TRAIN_04882,10,23,새벽,4.33,278.39,4.02,97.9,988.64,8.33,8.15,0.17,5.14,1237.29,116.1,0.79
TRAIN_04883,1,1,오전,-0.62,272.5,-0.85,98.3,1000.52,5.84,5.74,0.1,3.58,1276.07,168.3,2.13
TRAIN_04884,10,13,오전,6.48,280.19,5.49,93.4,993.16,9.67,9.03,0.64,5.68,1232.98,41.29,2.89
TRAIN_04885,3,28,저녁,7.77,282.89,5.77,87.1,976.04,10.57,9.21,1.36,5.89,1206.0,193.7,2.71
TRAIN_04886,9,23,오후,20.01,293.37,8.02,45.87,997.57,23.43,10.75,12.69,6.73,1180.54,302.0,1.66
TRAIN_04887,8,8,오전,24.66,298.56,14.33,52.59,991.4,31.09,16.35,14.74,10.32,1152.41,220.2,5.38
TRAIN_04888,1,23,오후,5.27,278.11,2.44,81.9,1004.0,8.89,7.28,1.61,4.52,1252.74,255.8,2.18
TRAIN_04889,12,6,오후,-0.05,272.74,-4.85,69.9,1004.82,6.09,4.26,1.83,2.64,1279.6,210.5,1.35
TRAIN_04890,3,22,오전,6.01,280.34,1.4,72.2,985.46,9.36,6.76,2.6,4.28,1226.52,275.4,2.65
TRAIN_04891,10,30,저녁,7.79,280.65,7.07,95.2,1003.71,10.59,10.08,0.51,6.27,1239.82,354.5,0.35
TRAIN_04892,6,13,오후,18.16,293.52,13.83,75.8,973.99,20.88,15.83,5.05,10.17,1157.54,213.9,3.04
TRAIN_04893,11,2,저녁,6.1,280.22,2.41,77.1,988.12,9.42,7.27,2.16,4.59,1229.19,251.4,2.14
TRAIN_04894,10,13,저녁,6.59,280.53,4.51,86.5,990.36,9.75,8.43,1.32,5.31,1229.27,62.45,3.86
TRAIN_04895,1,21,새벽,-2.66,270.87,-4.01,90.4,995.23,5.02,4.54,0.48,2.84,1279.5,332.6,0.79
TRAIN_04896,8,28,오전,21.95,296.08,13.78,59.76,988.65,26.4,15.78,10.62,9.99,1160.0,172.2,2.54
TRAIN_04897,6,1,오전,18.49,292.95,14.74,78.8,984.61,21.32,16.8,4.52,10.68,1168.48,279.0,1.32
TRAIN_04898,8,23,새벽,17.5,290.58,13.69,78.3,1000.91,20.03,15.68,4.35,9.8,1192.5,203.8,0.96
TRAIN_04899,12,21,오전,-4.84,268.29,-6.08,90.9,1000.48,4.26,3.87,0.39,2.41,1297.01,218.3,1.03
TRAIN_04900,8,4,오후,23.74,298.1,15.47,59.82,985.97,29.42,17.6,11.82,11.18,1149.06,207.4,3.55
TRAIN_04901,1,26,새벽,5.5,278.74,3.24,85.3,998.92,9.04,7.71,1.33,4.81,1245.14,194.2,0.91
TRAIN_04902,6,14,오전,11.99,287.2,11.72,98.2,975.24,14.03,13.78,0.25,8.84,1185.06,168.4,0.66
TRAIN_04903,8,26,새벽,21.33,295.2,12.39,56.67,991.62,25.42,14.41,11.01,9.09,1166.57,207.5,2.0
TRAIN_04904,10,12,새벽,6.47,280.32,5.95,96.5,991.41,9.66,9.33,0.34,5.87,1230.72,27.19,3.3
TRAIN_04905,1,22,오전,-12.96,259.83,-14.5,88.1,1004.93,2.25,1.98,0.27,1.23,1344.41,172.1,0.6
TRAIN_04906,12,15,오후,1.74,274.7,0.68,92.6,1002.52,6.93,6.42,0.51,3.99,1267.34,87.5,2.97
TRAIN_04907,8,11,오전,14.33,287.73,5.98,57.14,997.04,16.35,9.35,7.01,5.85,1203.86,299.7,2.5
TRAIN_04908,2,24,오전,1.39,275.33,-0.81,85.2,990.15,6.76,5.76,1.0,3.62,1253.59,270.0,1.9
TRAIN_04909,2,19,새벽,-2.38,271.52,-3.32,93.2,990.53,5.13,4.78,0.35,3.01,1271.98,215.7,1.01
TRAIN_04910,3,31,새벽,7.29,281.63,5.89,90.8,985.39,10.23,9.29,0.94,5.88,1219.64,28.39,0.66
TRAIN_04911,12,7,오후,-0.13,272.64,-2.76,82.3,1005.1,6.05,4.98,1.07,3.09,1279.99,218.6,1.16
TRAIN_04912,2,19,오전,-2.12,271.65,-3.83,88.0,992.08,5.22,4.6,0.63,2.89,1272.88,179.1,0.73
TRAIN_04913,5,24,오후,12.15,286.49,10.38,88.9,985.68,14.18,12.61,1.57,8.0,1197.68,253.9,1.44
TRAIN_04914,4,1,저녁,1.89,275.3,0.9,93.1,996.85,7.0,6.52,0.48,4.08,1259.43,203.8,0.88
TRAIN_04915,4,18,새벽,3.85,277.7,2.12,88.4,991.36,8.05,7.12,0.93,4.48,1243.33,98.3,0.56
TRAIN_04916,9,9,저녁,19.5,293.36,13.95,70.3,991.7,22.7,15.96,6.74,10.07,1173.26,34.84,0.29
TRAIN_04917,2,17,오후,-0.75,273.14,-2.61,87.1,990.71,5.78,5.04,0.75,3.17,1264.47,41.09,1.88
TRAIN_04918,11,5,오후,8.11,283.46,6.92,92.2,973.2,10.82,9.98,0.84,6.4,1200.66,142.9,0.7
TRAIN_04919,12,20,오후,-0.5,272.85,-2.18,88.3,997.56,5.89,5.2,0.69,3.25,1272.0,12.99,3.79
TRAIN_04920,4,24,새벽,0.8,275.14,-2.12,80.7,985.1,6.47,5.22,1.25,3.31,1250.11,258.0,2.87
TRAIN_04921,8,26,새벽,17.7,291.59,11.58,67.35,991.25,20.29,13.66,6.62,8.62,1181.03,143.8,2.4
TRAIN_04922,7,14,새벽,13.95,288.16,12.62,91.7,987.31,15.96,14.63,1.32,9.27,1191.23,44.49,0.96
TRAIN_04923,12,26,오전,10.23,283.75,5.83,74.1,995.61,12.48,9.25,3.23,5.8,1219.57,211.1,6.34
TRAIN_04924,6,21,저녁,19.29,292.83,13.82,70.6,995.48,22.41,15.82,6.59,9.95,1178.67,191.8,0.84
TRAIN_04925,3,4,새벽,-1.64,273.1,-2.82,91.6,979.94,5.42,4.96,0.45,3.16,1254.84,197.8,0.46
TRAIN_04926,5,31,새벽,12.17,286.73,11.65,96.6,983.02,14.2,13.72,0.48,8.73,1193.84,153.4,0.45
TRAIN_04927,6,13,오전,15.67,290.71,13.5,86.9,977.58,17.83,15.49,2.34,9.92,1172.0,142.6,1.71
TRAIN_04928,1,28,오전,7.13,280.66,3.64,78.4,995.37,10.12,7.93,2.19,4.97,1233.38,239.9,1.38
TRAIN_04929,9,24,오후,19.57,292.79,11.22,58.48,999.33,22.8,13.34,9.47,8.34,1183.25,94.0,1.47
TRAIN_04930,5,6,오전,20.9,294.77,7.8,42.78,991.63,24.76,10.59,14.17,6.67,1170.0,136.4,2.7
TRAIN_04931,6,12,오전,14.28,288.82,11.24,81.9,983.45,16.3,13.35,2.95,8.49,1185.77,166.6,0.79
TRAIN_04932,5,21,저녁,22.89,296.94,9.58,42.77,989.58,27.95,11.96,16.0,7.55,1159.12,179.3,2.0
TRAIN_04933,3,15,오후,3.87,277.17,1.07,81.9,998.2,8.06,6.6,1.46,4.12,1252.09,39.74,4.86
TRAIN_04934,11,13,새벽,-0.64,272.56,-4.28,76.2,999.57,5.83,4.44,1.39,2.77,1275.57,161.2,1.44
TRAIN_04935,12,8,오후,8.54,281.59,-1.4,49.49,1001.39,11.14,5.51,5.63,3.43,1235.78,32.35,1.18
TRAIN_04936,1,1,오후,2.25,275.49,1.84,97.1,998.98,7.18,6.98,0.21,4.36,1260.26,127.1,0.59
TRAIN_04937,9,25,오후,22.16,295.94,9.9,45.66,992.67,26.74,12.21,14.53,7.69,1165.51,150.9,1.72
TRAIN_04938,12,22,오전,-2.16,270.78,-3.21,92.5,1002.76,5.21,4.82,0.39,2.99,1286.68,168.4,2.39
TRAIN_04939,11,20,오후,12.08,287.14,2.25,50.88,977.05,14.12,7.18,6.93,4.59,1189.94,171.4,4.67
TRAIN_04940,4,24,저녁,1.34,275.77,-1.83,79.3,983.95,6.73,5.34,1.39,3.38,1246.14,266.0,2.05
TRAIN_04941,8,19,오전,20.83,295.26,10.73,52.38,985.07,24.65,12.91,11.74,8.19,1161.46,157.0,1.41
TRAIN_04942,5,5,오후,18.26,291.63,5.88,44.18,997.54,21.01,9.28,11.73,5.81,1188.25,138.7,2.4
TRAIN_04943,8,28,오후,33.16,307.63,15.46,34.61,985.17,50.82,17.59,33.23,11.18,1112.82,197.2,5.54
TRAIN_04944,3,10,오전,1.54,275.33,-0.62,85.5,992.06,6.83,5.84,0.99,3.67,1255.29,62.15,0.33
TRAIN_04945,10,9,오후,9.34,282.74,3.41,66.39,996.99,11.76,7.81,3.95,4.89,1225.78,289.9,1.58
TRAIN_04946,1,16,오후,0.36,274.3,-3.8,73.5,990.11,6.27,4.61,1.66,2.9,1258.82,202.3,3.36
TRAIN_04947,5,7,오후,22.43,296.62,4.13,30.2,987.93,27.18,8.21,18.97,5.18,1160.64,92.0,5.02
TRAIN_04948,5,3,오전,13.16,287.09,5.87,61.21,990.69,15.16,9.28,5.88,5.85,1201.09,118.8,1.09
TRAIN_04949,3,4,새벽,-2.32,272.4,-3.3,92.9,980.18,5.15,4.78,0.37,3.04,1258.38,122.5,0.63
TRAIN_04950,8,4,오전,21.49,295.81,15.99,70.9,986.32,25.67,18.2,7.47,11.56,1157.98,208.7,4.31
TRAIN_04951,8,25,오전,25.04,298.64,14.39,51.63,994.88,31.8,16.42,15.38,10.33,1154.98,154.9,1.66
TRAIN_04952,11,17,새벽,9.35,283.64,7.27,86.8,986.09,11.77,10.21,1.55,6.47,1211.18,206.2,4.74
TRAIN_04953,1,21,오후,-1.61,271.47,-6.04,71.6,1001.05,5.43,3.89,1.54,2.42,1282.31,196.7,0.97
TRAIN_04954,7,10,새벽,17.13,291.06,12.51,74.2,990.8,19.57,14.52,5.05,9.17,1182.42,200.8,1.17
TRAIN_04955,4,11,새벽,4.87,278.89,3.04,87.9,989.2,8.65,7.6,1.05,4.79,1235.85,7.81,0.65
TRAIN_04956,7,21,오후,21.3,295.41,17.08,76.9,988.76,25.37,19.51,5.86,12.37,1161.02,185.6,2.03
TRAIN_04957,3,20,오후,5.27,279.21,0.63,71.9,990.25,8.9,6.4,2.5,4.03,1235.93,272.5,2.12
TRAIN_04958,12,22,저녁,0.39,273.22,-0.46,94.0,1004.2,6.28,5.91,0.38,3.67,1276.0,170.7,1.11
TRAIN_04959,7,19,저녁,21.25,294.92,13.77,62.34,993.95,25.29,15.77,9.53,9.93,1169.04,0.91,2.31
TRAIN_04960,12,17,오후,1.99,274.38,-1.27,78.9,1009.86,7.05,5.57,1.49,3.43,1275.9,233.3,0.57
TRAIN_04961,1,18,오전,-3.06,270.42,-6.8,75.2,995.89,4.87,3.66,1.21,2.29,1282.66,186.3,0.94
TRAIN_04962,6,17,새벽,13.34,288.54,12.59,95.2,975.55,15.34,14.6,0.74,9.36,1179.48,254.3,0.41
TRAIN_04963,6,8,새벽,11.98,285.72,9.54,85.0,992.92,14.03,11.92,2.1,7.5,1207.56,172.2,0.51
TRAIN_04964,1,20,새벽,-5.71,268.38,-9.44,74.8,987.92,3.99,2.98,1.0,1.88,1285.32,149.6,0.54
TRAIN_04965,2,19,오전,2.62,276.37,-1.4,74.7,992.55,7.38,5.51,1.87,3.46,1251.15,164.0,1.47
TRAIN_04966,12,7,오전,-8.39,264.27,-9.66,90.5,1006.6,3.24,2.93,0.31,1.81,1322.93,173.0,2.68
TRAIN_04967,2,1,저녁,10.43,284.4,4.77,67.87,990.11,12.65,8.59,4.07,5.41,1212.26,210.5,5.7
TRAIN_04968,6,10,저녁,17.37,291.82,7.09,50.77,984.63,19.87,10.09,9.78,6.4,1176.05,349.0,1.79
TRAIN_04969,2,28,저녁,1.79,275.58,-1.74,77.3,992.07,6.95,5.37,1.58,3.38,1254.37,26.6,4.49
TRAIN_04970,5,27,오전,11.73,285.68,9.31,85.1,990.38,13.8,11.74,2.06,7.41,1205.6,157.4,0.53
TRAIN_04971,2,14,새벽,3.15,279.67,1.23,87.2,958.61,7.66,6.68,0.98,4.35,1205.42,200.6,1.93
TRAIN_04972,10,21,저녁,5.87,280.03,4.64,91.8,987.46,9.27,8.51,0.76,5.38,1228.82,201.9,0.47
TRAIN_04973,10,17,오후,17.1,290.65,10.73,66.08,995.3,19.53,12.91,6.62,8.1,1188.67,151.4,3.32
TRAIN_04974,4,3,오후,19.84,294.27,9.17,50.12,985.05,23.19,11.62,11.57,7.37,1165.95,280.8,1.38
TRAIN_04975,11,15,저녁,2.17,275.62,1.49,95.2,996.36,7.15,6.8,0.34,4.26,1257.37,179.7,2.11
TRAIN_04976,4,4,오후,20.82,295.63,9.29,47.56,980.61,24.64,11.72,12.92,7.47,1156.75,10.83,1.64
TRAIN_04977,10,29,오전,10.33,283.03,6.56,77.4,1005.65,12.57,9.73,2.84,6.04,1231.26,253.7,1.89
TRAIN_04978,3,30,오전,10.18,284.74,5.37,72.0,982.97,12.44,8.96,3.48,5.69,1204.38,214.2,4.41
TRAIN_04979,4,12,오전,4.15,278.46,3.88,98.1,985.59,8.22,8.07,0.16,5.11,1234.28,165.8,1.07
TRAIN_04980,10,13,오후,6.94,280.82,5.06,87.8,991.03,9.98,8.76,1.22,5.52,1228.45,64.29,3.78
TRAIN_04981,12,30,오후,-0.59,271.76,-0.88,97.9,1010.37,5.85,5.73,0.12,3.53,1288.56,155.5,0.7
TRAIN_04982,3,30,오후,9.87,284.29,5.47,74.0,984.63,12.19,9.02,3.17,5.72,1207.71,240.4,2.77
TRAIN_04983,6,21,저녁,17.76,291.24,13.62,76.7,996.22,20.36,15.62,4.74,9.81,1185.85,220.7,1.28
TRAIN_04984,3,27,새벽,3.4,277.71,1.42,86.8,985.64,7.8,6.77,1.03,4.28,1238.31,193.6,2.98
TRAIN_04985,7,11,저녁,22.71,297.13,13.4,55.69,985.23,27.65,15.4,12.25,9.78,1153.17,262.6,1.69
TRAIN_04986,5,6,오전,15.34,289.03,8.34,62.94,993.57,17.46,10.99,6.47,6.91,1194.71,160.1,1.76
TRAIN_04987,12,14,저녁,4.61,277.66,3.93,95.3,1001.42,8.49,8.09,0.4,5.04,1252.07,54.39,1.29
TRAIN_04988,7,21,저녁,20.49,294.59,17.81,84.6,988.87,24.14,20.42,3.72,12.95,1163.95,145.5,2.4
TRAIN_04989,12,31,오전,-6.35,266.33,-8.62,83.8,1006.26,3.79,3.18,0.61,1.97,1312.27,145.7,0.6
TRAIN_04990,11,9,새벽,-0.87,273.62,-2.12,91.2,983.15,5.73,5.23,0.5,3.31,1255.29,219.0,0.69
TRAIN_04991,10,13,오후,7.81,281.64,5.44,84.9,991.7,10.6,9.0,1.6,5.66,1225.34,53.81,4.16
TRAIN_04992,8,1,오전,18.56,292.36,9.46,55.37,992.39,21.41,11.86,9.56,7.46,1179.72,276.9,2.57
TRAIN_04993,2,4,새벽,2.61,276.17,-1.05,76.7,994.9,7.37,5.65,1.72,3.54,1254.1,234.6,2.27
TRAIN_04994,1,12,새벽,3.96,280.04,2.41,89.6,963.99,8.11,7.27,0.84,4.7,1208.35,211.0,2.46
TRAIN_04995,9,15,새벽,20.77,294.89,13.86,64.6,988.64,24.56,15.87,8.69,10.04,1164.61,63.42,0.69
TRAIN_04996,8,28,오전,26.73,300.9,14.85,48.13,988.37,35.15,16.92,18.23,10.71,1140.69,149.9,1.99
TRAIN_04997,7,8,오전,17.52,291.44,9.85,60.68,990.97,20.06,12.17,7.89,7.67,1182.1,165.9,1.61
TRAIN_04998,7,18,오후,24.7,298.34,11.82,44.53,994.41,31.17,13.88,17.29,8.73,1156.87,262.6,1.5
TRAIN_04999,2,14,저녁,6.44,282.38,2.31,74.8,965.94,9.65,7.21,2.43,4.66,1200.11,223.4,2.61
TRAIN_05000,6,6,저녁,22.34,295.98,12.16,52.51,994.3,27.04,14.2,12.84,8.93,1165.84,59.88,3.14
TRAIN_05001,4,29,오후,11.71,285.58,-0.69,42.15,991.32,13.78,5.81,7.97,3.65,1209.58,218.2,4.26
